disease,sex,ageClass,burdenType,value
BreastCancer,F,ageClass7,yld,150
BreastCancer,F,ageClass7,yll,450
BreastCancer,F,ageClass8,daly,344
BreastCancer,F,ageClass8,deaths,40.059
BreastCancer,F,ageClass8,yld,125
BreastCancer,F,ageClass8,yll,219
ColonCancer,M,ageClass1,daly,0
ColonCancer,M,ageClass1,deaths,0
ColonCancer,M,ageClass1,yld,0
ColonCancer,M,ageClass1,yll,0
ColonCancer,M,ageClass3,daly,1
ColonCancer,M,ageClass3,deaths,0
ColonCancer,M,ageClass3,yld,1
ColonCancer,M,ageClass3,yll,0
ColonCancer,M,ageClass4,daly,128
ColonCancer,M,ageClass4,deaths,3
ColonCancer,M,ageClass4,yld,7
ColonCancer,M,ageClass4,yll,120
ColonCancer,M,ageClass5,daly,504
ColonCancer,M,ageClass5,deaths,17
ColonCancer,M,ageClass5,yld,26
ColonCancer,M,ageClass5,yll,477
ColonCancer,M,ageClass2,daly,0
ColonCancer,M,ageClass2,deaths,0
ColonCancer,M,ageClass2,yld,0
ColonCancer,M,ageClass2,yll,0
ColonCancer,M,ageClass6,daly,336
ColonCancer,M,ageClass6,deaths,18
ColonCancer,M,ageClass6,yld,23
ColonCancer,M,ageClass6,yll,313
ColonCancer,M,ageClass7,daly,227
ColonCancer,M,ageClass7,deaths,20
ColonCancer,M,ageClass7,yld,22
ColonCancer,M,ageClass7,yll,205
ColonCancer,M,ageClass8,daly,123
ColonCancer,M,ageClass8,deaths,22
ColonCancer,M,ageClass8,yld,18
ColonCancer,M,ageClass8,yll,105
ColonCancer,F,ageClass1,daly,0
ColonCancer,F,ageClass1,deaths,0
ColonCancer,F,ageClass1,yld,0
ColonCancer,F,ageClass1,yll,0
ColonCancer,F,ageClass3,daly,1
ColonCancer,F,ageClass3,deaths,0
ColonCancer,F,ageClass3,yld,1
ColonCancer,F,ageClass3,yll,0
ColonCancer,F,ageClass4,daly,136
ColonCancer,F,ageClass4,deaths,3
ColonCancer,F,ageClass4,yld,7
ColonCancer,F,ageClass4,yll,130
ColonCancer,F,ageClass5,daly,342
ColonCancer,F,ageClass5,deaths,11
ColonCancer,F,ageClass5,yld,17
ColonCancer,F,ageClass5,yll,325
ColonCancer,F,ageClass2,daly,0
ColonCancer,F,ageClass2,deaths,0
ColonCancer,F,ageClass2,yld,0
ColonCancer,F,ageClass2,yll,0
ColonCancer,F,ageClass6,daly,320
ColonCancer,F,ageClass6,deaths,15
ColonCancer,F,ageClass6,yld,21
ColonCancer,F,ageClass6,yll,300
ColonCancer,F,ageClass7,daly,229
ColonCancer,F,ageClass7,deaths,17
ColonCancer,F,ageClass7,yld,20
ColonCancer,F,ageClass7,yll,208
ColonCancer,F,ageClass8,daly,225
ColonCancer,F,ageClass8,deaths,36
ColonCancer,F,ageClass8,yld,30
ColonCancer,F,ageClass8,yll,195
CVD,M,ageClass1,daly,31.29
CVD,M,ageClass1,deaths,0
CVD,M,ageClass1,yld,1.29
CVD,M,ageClass1,yll,30
CVD,M,ageClass3,daly,241.13
CVD,M,ageClass3,deaths,3.54
CVD,M,ageClass3,yld,50.59
CVD,M,ageClass3,yll,190.54
CVD,M,ageClass4,daly,693.07
CVD,M,ageClass4,deaths,15.41
CVD,M,ageClass4,yld,74.57
CVD,M,ageClass4,yll,617.5
CVD,M,ageClass5,daly,3043.29
CVD,M,ageClass5,deaths,102.35
CVD,M,ageClass5,yld,248.01
CVD,M,ageClass5,yll,2795.29
CVD,M,ageClass2,daly,18.18
CVD,M,ageClass2,deaths,0
CVD,M,ageClass2,yld,5.18
CVD,M,ageClass2,yll,13
CVD,M,ageClass6,daly,2890.89
CVD,M,ageClass6,deaths,149.51
CVD,M,ageClass6,yld,289.25
CVD,M,ageClass6,yll,2601.64
CVD,M,ageClass7,daly,1667.4
CVD,M,ageClass7,deaths,144.23
CVD,M,ageClass7,yld,187.53
CVD,M,ageClass7,yll,1479.87
CVD,M,ageClass8,daly,1576.07
CVD,M,ageClass8,deaths,305.38
CVD,M,ageClass8,yld,158.45
CVD,M,ageClass8,yll,1418.62
CVD,F,ageClass1,daly,16.11
CVD,F,ageClass1,deaths,0
CVD,F,ageClass1,yld,0.11
CVD,F,ageClass1,yll,15
CVD,F,ageClass3,daly,64.04
CVD,F,ageClass3,deaths,0.38
CVD,F,ageClass3,yld,29.78
CVD,F,ageClass3,yll,34.26
CVD,F,ageClass4,daly,364.68
CVD,F,ageClass4,deaths,5.87
CVD,F,ageClass4,yld,121.94
CVD,F,ageClass4,yll,241.74
CVD,F,ageClass5,daly,891.01
CVD,F,ageClass5,deaths,25.53
CVD,F,ageClass5,yld,131.64
CVD,F,ageClass5,yll,759.37
CVD,F,ageClass2,daly,29.6
CVD,F,ageClass2,deaths,0
CVD,F,ageClass2,yld,2.6
CVD,F,ageClass2,yll,27
CVD,F,ageClass6,daly,1118.24
CVD,F,ageClass6,deaths,48.15
CVD,F,ageClass6,yld,161.12
CVD,F,ageClass6,yll,956.11
CVD,F,ageClass7,daly,1010.56
CVD,F,ageClass7,deaths,73.51
CVD,F,ageClass7,yld,116.84
CVD,F,ageClass7,yll,893.72
CVD,F,ageClass8,daly,1792.04
CVD,F,ageClass8,deaths,336.8
CVD,F,ageClass8,yld,136.46
CVD,F,ageClass8,yll,1654.58
Dementia,M,ageClass1,daly,0
Dementia,M,ageClass1,deaths,0
Dementia,M,ageClass1,yld,0
Dementia,M,ageClass1,yll,0
Dementia,M,ageClass3,daly,10
Dementia,M,ageClass3,deaths,0
Dementia,M,ageClass3,yld,0
Dementia,M,ageClass3,yll,10
Dementia,M,ageClass4,daly,18
Dementia,M,ageClass4,deaths,0
Dementia,M,ageClass4,yld,2
Dementia,M,ageClass4,yll,16
Dementia,M,ageClass5,daly,204
Dementia,M,ageClass5,deaths,4
Dementia,M,ageClass5,yld,111
Dementia,M,ageClass5,yll,93
Dementia,M,ageClass2,daly,14
Dementia,M,ageClass2,deaths,0
Dementia,M,ageClass2,yld,0
Dementia,M,ageClass2,yll,14
Dementia,M,ageClass6,daly,583
Dementia,M,ageClass6,deaths,17
Dementia,M,ageClass6,yld,291
Dementia,M,ageClass6,yll,292
Dementia,M,ageClass7,daly,1235
Dementia,M,ageClass7,deaths,72
Dementia,M,ageClass7,yld,532
Dementia,M,ageClass7,yll,703
Dementia,M,ageClass8,daly,2932
Dementia,M,ageClass8,deaths,332
Dementia,M,ageClass8,yld,1467
Dementia,M,ageClass8,yll,1464
Dementia,F,ageClass1,daly,0
Dementia,F,ageClass1,deaths,0
Dementia,F,ageClass1,yld,0
Dementia,F,ageClass1,yll,0
Dementia,F,ageClass3,daly,0
Dementia,F,ageClass3,deaths,0
Dementia,F,ageClass3,yld,0
Dementia,F,ageClass3,yll,0
Dementia,F,ageClass4,daly,10
Dementia,F,ageClass4,deaths,0
Dementia,F,ageClass4,yld,2
Dementia,F,ageClass4,yll,8
Dementia,F,ageClass5,daly,238
Dementia,F,ageClass5,deaths,3
Dementia,F,ageClass5,yld,153
Dementia,F,ageClass5,yll,86
Dementia,F,ageClass2,daly,0
Dementia,F,ageClass2,deaths,0
Dementia,F,ageClass2,yld,0
Dementia,F,ageClass2,yll,0
Dementia,F,ageClass6,daly,755
Dementia,F,ageClass6,deaths,17
Dementia,F,ageClass6,yld,414
Dementia,F,ageClass6,yll,341
Dementia,F,ageClass7,daly,1827
Dementia,F,ageClass7,deaths,89
Dementia,F,ageClass7,yld,794
Dementia,F,ageClass7,yll,1033
Dementia,F,ageClass8,daly,6630
Dementia,F,ageClass8,deaths,788
Dementia,F,ageClass8,yld,2866
Dementia,F,ageClass8,yll,3764
Depression,M,ageClass1,daly,0
Depression,M,ageClass1,deaths,0
Depression,M,ageClass1,yld,0
Depression,M,ageClass1,yll,0
Depression,M,ageClass3,daly,1277
Depression,M,ageClass3,deaths,0
Depression,M,ageClass3,yld,1277
Depression,M,ageClass3,yll,0
Depression,M,ageClass4,daly,1702
Depression,M,ageClass4,deaths,0
Depression,M,ageClass4,yld,1702
Depression,M,ageClass4,yll,0
Depression,M,ageClass5,daly,1473
Depression,M,ageClass5,deaths,0
Depression,M,ageClass5,yld,1464
Depression,M,ageClass5,yll,9
Depression,M,ageClass2,daly,419
Depression,M,ageClass2,deaths,0
Depression,M,ageClass2,yld,419
Depression,M,ageClass2,yll,0
Depression,M,ageClass6,daly,632
Depression,M,ageClass6,deaths,0
Depression,M,ageClass6,yld,629
Depression,M,ageClass6,yll,3
Depression,M,ageClass7,daly,255
Depression,M,ageClass7,deaths,1
Depression,M,ageClass7,yld,245
Depression,M,ageClass7,yll,9
Depression,M,ageClass8,daly,143
Depression,M,ageClass8,deaths,1
Depression,M,ageClass8,yld,140
Depression,M,ageClass8,yll,3
Depression,F,ageClass1,daly,0
Depression,F,ageClass1,deaths,0
Depression,F,ageClass1,yld,0
Depression,F,ageClass1,yll,0
Depression,F,ageClass3,daly,2086
Depression,F,ageClass3,deaths,0
Depression,F,ageClass3,yld,2086
Depression,F,ageClass3,yll,0
Depression,F,ageClass4,daly,2740
Depression,F,ageClass4,deaths,0
Depression,F,ageClass4,yld,2740
Depression,F,ageClass4,yll,0
Depression,F,ageClass5,daly,2534
Depression,F,ageClass5,deaths,0
Depression,F,ageClass5,yld,2523
Depression,F,ageClass5,yll,11
Depression,F,ageClass2,daly,672
Depression,F,ageClass2,deaths,0
Depression,F,ageClass2,yld,672
Depression,F,ageClass2,yll,0
Depression,F,ageClass6,daly,1188
Depression,F,ageClass6,deaths,0
Depression,F,ageClass6,yld,1181
Depression,F,ageClass6,yll,7
Depression,F,ageClass7,daly,529
Depression,F,ageClass7,deaths,1
Depression,F,ageClass7,yld,519
Depression,F,ageClass7,yll,10
Depression,F,ageClass8,daly,439
Depression,F,ageClass8,deaths,3
Depression,F,ageClass8,yld,422
Depression,F,ageClass8,yll,16
Diabetes,M,ageClass1,daly,14
Diabetes,M,ageClass1,deaths,0
Diabetes,M,ageClass1,yld,14
Diabetes,M,ageClass1,yll,0
Diabetes,M,ageClass3,daly,141
Diabetes,M,ageClass3,deaths,1
Diabetes,M,ageClass3,yld,96
Diabetes,M,ageClass3,yll,45
Diabetes,M,ageClass4,daly,692
Diabetes,M,ageClass4,deaths,6
Diabetes,M,ageClass4,yld,439
Diabetes,M,ageClass4,yll,253
Diabetes,M,ageClass5,daly,1703
Diabetes,M,ageClass5,deaths,31
Diabetes,M,ageClass5,yld,870
Diabetes,M,ageClass5,yll,833
Diabetes,M,ageClass2,daly,31
Diabetes,M,ageClass2,deaths,0
Diabetes,M,ageClass2,yld,31
Diabetes,M,ageClass2,yll,0
Diabetes,M,ageClass6,daly,1545
Diabetes,M,ageClass6,deaths,48
Diabetes,M,ageClass6,yld,709
Diabetes,M,ageClass6,yll,836
Diabetes,M,ageClass7,daly,912
Diabetes,M,ageClass7,deaths,48
Diabetes,M,ageClass7,yld,413
Diabetes,M,ageClass7,yll,499
Diabetes,M,ageClass8,daly,496
Diabetes,M,ageClass8,deaths,58
Diabetes,M,ageClass8,yld,219
Diabetes,M,ageClass8,yll,277
Diabetes,F,ageClass1,daly,11
Diabetes,F,ageClass1,deaths,0
Diabetes,F,ageClass1,yld,11
Diabetes,F,ageClass1,yll,0
Diabetes,F,ageClass3,daly,167
Diabetes,F,ageClass3,deaths,1
Diabetes,F,ageClass3,yld,90
Diabetes,F,ageClass3,yll,77
Diabetes,F,ageClass4,daly,580
Diabetes,F,ageClass4,deaths,5
Diabetes,F,ageClass4,yld,354
Diabetes,F,ageClass4,yll,226
Diabetes,F,ageClass5,daly,1233
Diabetes,F,ageClass5,deaths,18
Diabetes,F,ageClass5,yld,685
Diabetes,F,ageClass5,yll,549
Diabetes,F,ageClass2,daly,28
Diabetes,F,ageClass2,deaths,0
Diabetes,F,ageClass2,yld,28
Diabetes,F,ageClass2,yll,0
Diabetes,F,ageClass6,daly,971
Diabetes,F,ageClass6,deaths,25
Diabetes,F,ageClass6,yld,467
Diabetes,F,ageClass6,yll,504
Diabetes,F,ageClass7,daly,876
Diabetes,F,ageClass7,deaths,39
Diabetes,F,ageClass7,yld,403
Diabetes,F,ageClass7,yll,473
Diabetes,F,ageClass8,daly,660
Diabetes,F,ageClass8,deaths,72
Diabetes,F,ageClass8,yld,287
Diabetes,F,ageClass8,yll,373
